County_Name,Project_Number,PointID,Elevation,Latitude83,Longitude83,Hole_Type,Bag_Number,LabID,AASHTO_Symbol,AASHTO_Group_Index,USCS_Symbol,USCS_Group_Name,Max_Dry_Density,Opt_Moisture_Content,Method,CBR,Liquid_Limit,Plastic_Limit,Plasticity_Index,Liquidity,Specific_Gravity,PF3,PF2,PF1,PF3_4,PF3_8,PF4,PF10,PF40,PF200,Pct_Clay,Pct_Colloid
Clay,R-027-2009,20,871.31,37.13,-83.75,cut profile,,No Gravel,A-4,(1),CL-ML,SANDY SILTY CLAY,115.40,13.60,T99A,3.80,23.76,18.30,6.00,1.43,2.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.50,53.53,13.17,8.92
Clay,R-027-2009,20,871.31,37.13,-83.75,cut profile,,With Gravel,A-4,(2),CL-ML,SANDY SILTY CLAY,109.40,15.70,T99A,10.30,26.74,20.23,7.00,1.48,2.58,100.00,100.00,100.00,99.61,98.93,97.39,94.98,89.80,60.75,13.69,9.71
Clay,R-027-2009,21,869.83,37.12,-83.75,cut profile,,With Gravel,A-6,(4),CL,SANDY LEAN CLAY,113.90,14.20,T99A,8.30,30.03,19.25,11.00,0.20,2.53,100.00,100.00,100.00,100.00,100.00,99.24,98.37,92.14,59.80,24.32,18.22
Clay,R-027-2009,26,873.15,37.12,-83.74,cut profile,,With Gravel,A-4,(1),SM,SILTY SAND,107.60,13.80,T99C,14.00,30.07,22.83,7.00,-0.96,2.53,100.00,100.00,100.00,100.00,96.22,89.19,77.85,62.85,47.80,15.01,8.84
Clay,R-027-2009,27,863.90,37.12,-83.74,cut profile,,With Gravel,A-7-6,(9),CL,SANDY LEAN CLAY,110.50,16.10,T99C,4.80,41.43,24.54,16.00,-0.46,2.75,100.00,100.00,100.00,100.00,97.45,94.74,89.94,78.72,64.73,24.82,14.67
Clay,R-027-2009,31,857.60,37.12,-83.74,cut profile,,No Gravel,A-7-6,(17),ML,SILT,102.00,20.20,T99A,2.60,44.13,28.75,15.00,-0.32,2.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.09,93.02,38.00,26.17
Clay,R-027-2009,32,859.45,37.12,-83.74,cut profile,,With Gravel,A-4,(1),SC,CLAYEY SAND,117.80,9.70,T99C,2.40,28.84,20.27,9.00,-0.84,2.53,100.00,100.00,100.00,98.92,94.72,86.76,78.04,59.87,45.64,15.70,8.18
Clay,R-027-2009,35,853.20,37.11,-83.73,cut profile,,With Gravel,A-4,(5),CL,SANDY LEAN CLAY,112.60,15.10,T99C,8.10,29.57,19.69,10.00,0.21,2.69,100.00,100.00,100.00,100.00,98.76,96.96,94.41,87.29,67.19,21.35,16.00
Clay,R-027-2009,36,859.26,37.11,-83.73,cut profile,,With Gravel,A-6,(5),CL,SANDY LEAN CLAY,110.10,15.30,T99C,10.00,33.44,21.09,12.00,-0.03,2.71,100.00,100.00,100.00,100.00,95.88,91.70,85.43,73.06,60.27,23.69,14.01
Clay,R-027-2009,39,857.24,37.11,-83.73,cut profile,,With Gravel,A-4,(3),CL,SANDY LEAN CLAY,112.90,14.50,T99C,5.20,31.49,22.12,9.00,-0.81,2.81,100.00,100.00,100.00,100.00,94.58,89.00,79.59,65.11,53.91,16.97,11.07
Clay,R-027-2009,40,850.15,37.11,-83.72,fill profile,,No Gravel,A-6,(11),CL,LEAN CLAY with SAND,107.20,20.00,T99A,4.30,37.42,23.89,13.00,0.76,2.54,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.85,83.45,25.84,17.95
Clay,R-027-2009,41,850.41,37.11,-83.72,fill profile,,No Gravel,A-6,(12),ML,SILT,102.40,20.70,T99A,3.90,38.26,25.32,13.00,0.35,2.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.53,88.60,27.41,18.99
Clay,R-027-2009,41,850.41,37.11,-83.72,fill profile,,No Gravel,A-2-6,(1),SC,CLAYEY SAND,101.30,20.80,T99A,2.70,40.45,25.37,15.00,0.86,2.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.98,34.82,27.84,19.29
Clay,R-027-2009,42,860.04,37.11,-83.72,cut profile,,With Gravel,A-6,(7),CL,SANDY LEAN CLAY,103.30,24.70,T99A,1.90,36.86,21.90,15.00,-0.07,2.78,100.00,100.00,100.00,100.00,96.55,94.83,91.13,81.73,62.13,20.89,16.36
Clay,R-027-2015,4,885.16,37.10,-83.80,cut profile,,No Gravel,A-6,(7),CL,SANDY LEAN CLAY,110.60,16.10,T99A,7.80,35.20,20.12,15.00,0.22,2.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.48,63.35,27.87,23.04
Clay,R-058-2014,28,1023.85,37.16,-83.75,cut profile,,With Gravel,A-7-6,(18),CL,LEAN CLAY with SAND,99.43,19.20,T99A,4.50,48.91,27.20,22.00,0.14,2.81,100.00,100.00,100.00,99.23,98.26,97.70,96.42,85.85,77.94,32.18,24.57
Clay,R-058-2014,30,899.39,37.16,-83.75,cut profile,,No Gravel,A-4,(5),CL,LEAN CLAY with SAND,114.00,14.70,T99A,6.40,27.15,18.42,9.00,0.49,2.53,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.66,76.99,24.41,21.80
Clay,R-058-2014,34,885.38,37.16,-83.75,cut profile,,With Gravel,A-6,(4),CL,SANDY LEAN CLAY,108.60,16.30,T99C_KYM,11.90,35.68,23.24,13.00,-0.52,2.70,100.00,100.00,100.00,95.37,92.91,92.03,91.34,81.62,52.08,23.42,17.29
Clay,R-058-2014,38,901.44,37.16,-83.74,cut profile,,No Gravel,A-4,(4),CL,SANDY LEAN CLAY,113.60,14.50,698D,12.70,27.89,18.62,9.00,-0.19,2.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.53,65.87,27.04,22.77
Clinton,R-040-2007,18,1009.46,36.70,-85.15,cut profile,,No Gravel,A-7-6,(21),CL,LEAN CLAY with SAND,99.13,17.70,T99A,3.00,43.71,18.14,26.00,0.48,2.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.02,80.64,47.34,42.75
Clinton,R-040-2007,19,984.43,36.70,-85.15,fill profile,,No Gravel,A-6,(16),CL,LEAN CLAY,100.60,15.50,T99A,2.00,35.38,16.56,18.00,0.36,2.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.05,90.51,34.37,26.12
Clinton,R-040-2007,20,995.10,36.70,-85.15,cut profile,,No Gravel,A-7-6,(13),CL,SANDY LEAN CLAY,103.10,19.90,T99A,6.00,46.33,24.12,22.00,-0.21,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.00,66.13,48.43,44.46
Clinton,R-040-2007,21,1004.06,36.71,-85.14,cut profile,,No Gravel,A-7-5,(18),MH,ELASTIC SILT,93.63,26.00,T99A,6.00,50.05,33.04,17.00,-0.35,2.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.57,86.07,60.93,57.54
Clinton,R-040-2007,24,981.19,36.71,-85.14,fill profile,,No Gravel,A-6,(10),CL,LEAN CLAY with SAND,111.40,13.80,T99A,5.00,31.61,19.37,13.00,0.26,2.65,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.29,83.60,33.70,28.03
Clinton,R-040-2007,27,981.47,36.71,-85.14,cut profile,,No Gravel,A-7-6,(24),CL,LEAN CLAY,106.80,15.80,T99A,6.00,44.00,17.48,27.00,0.23,2.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.60,87.38,50.72,45.14
Clinton,R-040-2007,32,1036.29,36.74,-85.13,fill profile,,No Gravel,A-6,(18),CL,LEAN CLAY with SAND,108.00,16.50,698D,7.00,37.66,12.05,26.00,0.21,2.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.81,75.56,38.18,34.30
Clinton,R-040-2007,33,992.02,36.70,-85.15,cut profile,,No Gravel,A-7-6,(19),CL,LEAN CLAY,95.37,23.70,T99A,3.00,44.10,22.61,21.00,0.31,2.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.97,86.03,59.97,55.93
Cumberland,R-010-2009,10,946.22,36.64,-85.29,cut profile,,No Gravel,A-4,(3),CL,SANDY LEAN CLAY,115.20,14.50,T99A,4.20,26.79,19.20,8.00,-0.01,2.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.08,67.06,25.45,20.54
Cumberland,R-010-2009,10,946.22,36.64,-85.29,cut profile,,No Gravel,A-6,(10),CL,SANDY LEAN CLAY,108.80,17.10,T99A,10.00,40.03,23.45,17.00,0.10,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.07,65.29,27.48,22.40
Cumberland,R-010-2009,12,938.94,36.64,-85.29,cut profile,,No Gravel,A-4,(0),ML,SANDY SILT,113.00,14.60,T99C_KYM,12.90,0.00,0.00,0.00,-999.00,2.66,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.87,69.75,21.80,18.58
Cumberland,R-010-2009,14,941.22,36.64,-85.29,cut profile,,No Gravel,A-6,(8),CL,SANDY LEAN CLAY,116.00,13.80,T99A,4.00,39.29,23.64,15.00,0.03,2.71,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.57,62.91,33.44,28.39
Cumberland,R-010-2009,14,941.22,36.64,-85.29,cut profile,,No Gravel,A-6,(4),CL,SANDY LEAN CLAY,111.30,15.60,T99A,3.40,32.80,21.40,12.00,0.21,2.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.31,54.23,33.67,28.58
Cumberland,RA-008-2012,38,657.40,36.79,-85.41,cut profile,4,With Gravel,A-6,(14),CL,LEAN CLAY,102.50,21.30,T99A,3.20,38.75,23.46,16.00,-0.24,2.72,100.00,100.00,100.00,100.00,99.48,98.34,96.17,91.31,87.03,48.20,41.67
Cumberland,RA-008-2012,41,668.30,36.79,-85.41,cut profile,,With Gravel,A-6,(11),CL,LEAN CLAY with SAND,104.30,17.50,T99A,6.10,32.58,17.68,15.00,0.17,2.68,100.00,100.00,100.00,100.00,99.31,98.04,94.80,84.97,81.37,39.40,30.49
Cumberland,RA-008-2012,45,606.60,36.79,-85.40,cut profile,8,With Gravel,A-6,(15),CL,LEAN CLAY,105.00,20.70,T99A,2.70,38.08,24.28,14.00,-0.10,2.72,100.00,100.00,100.00,100.00,99.84,99.79,99.42,98.47,96.46,48.93,41.81
Daviess,R-020-2012,3,408.07,37.87,-86.90,cut profile,,No Gravel,A-6,(12),CL,LEAN CLAY,110.50,15.50,T99A,5.00,33.74,20.33,14.00,-0.30,2.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.67,89.35,24.79,19.88
Daviess,R-020-2012,3,408.07,37.87,-86.90,cut profile,1,No Gravel,A-4,(2),CL-ML,SILTY CLAY,113.80,14.30,T99A,4.80,25.02,21.21,4.00,1.37,2.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.85,92.09,13.73,10.37
Daviess,R-022-2014,1,502.59,37.77,-86.95,cut profile,,No Gravel,A-4,(10),CL,LEAN CLAY,110.40,15.90,T99A,13.60,32.27,22.22,10.00,-0.04,2.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.95,95.89,21.09,18.17
Daviess,R-022-2014,12,533.73,37.77,-86.94,cut profile,,No Gravel,A-4,(7),ML,SILT,110.00,14.70,T99A,13.60,29.74,23.20,7.00,0.06,2.61,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.67,97.84,21.61,19.37
Daviess,R-022-2014,16,543.06,37.77,-86.93,cut profile,,No Gravel,A-4,(10),ML,SILT,108.30,15.40,T99A,15.00,33.05,24.26,9.00,-0.05,2.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.75,98.93,18.10,16.72
Daviess,R-022-2014,20,530.93,37.77,-86.93,cut profile,,No Gravel,A-2-4,(0),SM,SILTY SAND,110.80,14.60,T99A,10.30,29.62,23.06,7.00,-0.43,2.56,100.00,100.00,100.00,100.00,100.00,100.00,100.00,89.01,26.79,8.75,7.49
Daviess,R-022-2014,5,529.63,37.77,-86.94,cut profile,,No Gravel,A-4,(2),CL-ML,SILTY CLAY with SAND,117.00,12.50,T99A,10.60,24.14,18.55,5.00,0.88,2.61,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.16,74.19,18.42,14.46
Daviess,R-031-2015,12,382.05,,,cut profile,,No Gravel,A-4,(0),SC,CLAYEY SAND,114.90,13.70,698A,30.40,21.28,12.77,8.00,1.43,2.82,100.00,100.00,100.00,100.00,100.00,99.87,99.63,98.91,43.59,5.04,2.86
Daviess,R-031-2015,12,382.05,,,cut profile,,No Gravel,A-2-4,(0),SM,SILTY SAND,106.60,14.10,698A,16.10,0.00,0.00,0.00,0.00,2.67,100.00,100.00,100.00,100.00,100.00,100.00,99.92,92.27,13.35,0.63,0.20
Daviess,R-031-2015,3,381.00,,,cut profile,,No Gravel,A-3,(0),SP-SM,POORLY GRADED SAND with SILT,107.30,15.50,698A,27.10,0.00,0.00,0.00,0.00,2.64,100.00,100.00,100.00,100.00,99.36,99.23,98.91,79.51,5.31,0.61,0.26
Daviess,R-031-2015,9,381.76,,,cut profile,,No Gravel,A-2-4,(0),SP-SM,POORLY GRADED SAND with SILT,106.10,15.00,698A,17.80,0.00,0.00,0.00,0.00,2.72,100.00,100.00,100.00,100.00,100.00,99.64,97.48,83.34,10.80,0.58,0.13
Daviess,R-041-2011,4,440.12,37.75,-87.07,fill profile,,No Gravel,A-4,(0),ML,SILT,107.60,17.20,T99A,4.90,0.00,0.00,0.00,-999.00,2.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.75,98.98,16.69,16.58
Daviess,R-041-2011,5,438.11,37.75,-87.07,cut profile,,No Gravel,A-4,(9),CL,LEAN CLAY,109.30,16.30,T99A,7.60,32.05,23.13,9.00,0.23,2.53,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.87,99.39,20.11,18.37
Daviess,R-041-2011,7,449.58,37.75,-87.07,fill profile,,No Gravel,A-4,(9),CL,LEAN CLAY,110.70,15.80,T99A,10.00,31.37,22.20,9.00,-0.38,2.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.75,98.86,24.88,21.54
Daviess,R-095-2007,1,394.54,37.72,-87.15,cut profile,,No Gravel,A-6,(10),CL,LEAN CLAY,106.70,14.30,T99A,4.80,29.59,18.90,11.00,0.42,2.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.91,95.15,15.71,13.33
Daviess,R-095-2007,11,390.91,37.72,-87.13,cut profile,,No Gravel,A-6,(12),CL,LEAN CLAY,105.20,14.80,T99A,5.00,31.63,17.92,14.00,2.47,2.65,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.91,90.87,20.33,18.70
Daviess,R-095-2007,14,390.66,37.72,-87.13,cut profile,,No Gravel,A-6,(9),CL,LEAN CLAY,112.90,12.40,T99A,4.90,29.11,16.80,12.00,0.10,2.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.85,89.06,20.19,18.57
Daviess,R-095-2007,17,391.50,37.72,-87.12,cut profile,,No Gravel,A-6,(13),CL,LEAN CLAY,105.60,14.70,T99A,5.00,33.30,20.30,13.00,0.50,2.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.63,98.16,23.09,19.87
Daviess,R-095-2007,3,393.97,37.72,-87.15,cut profile,,No Gravel,A-4,(7),CL,LEAN CLAY,107.60,15.70,T99A,5.00,27.18,18.79,8.00,0.21,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.95,95.68,18.80,14.94
Daviess,R-095-2007,6,397.44,37.72,-87.14,cut profile,,No Gravel,A-6,(12),CL,LEAN CLAY,106.10,15.10,T99A,7.40,33.32,20.55,12.00,0.34,2.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.89,97.99,19.20,15.96
Daviess,R-095-2007,9,396.21,37.72,-87.14,cut profile,,No Gravel,A-6,(11),CL,LEAN CLAY,107.10,14.10,T99A,4.60,32.13,19.78,12.00,0.08,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.40,95.58,21.11,17.89
Elliott,R-011-2007,18A,1091.90,38.15,-83.04,cut profile,,No Raw Data,A-4,(5),ML,SILT with SAND,115.00,14.00,T99D,3.60,34.00,26.00,8.00,0.31,2.54,100.00,100.00,100.00,99.60,96.70,91.60,90.50,80.50,71.30,23.70,0.00
Elliott,R-011-2007,24A,901.95,38.16,-83.04,cut profile,,No Raw Data,A-4,(2),CL,SANDY LEAN CLAY,115.00,14.00,T99D,6.00,29.00,21.00,8.00,0.09,2.50,100.00,100.00,99.60,98.50,95.70,93.40,90.60,79.30,51.00,25.40,0.00
Elliott,R-011-2007,29,894.42,38.16,-83.03,cut profile,,No Raw Data,A-6,(3),CL,SANDY LEAN CLAY,114.00,15.00,T99D,9.00,28.00,16.00,12.00,0.29,2.54,100.00,100.00,100.00,100.00,95.50,93.40,92.70,82.10,51.30,24.80,
Elliott,R-011-2007,37A,800.22,38.17,-83.02,cut profile,,No Raw Data,A-6,(9),CL,LEAN CLAY with SAND,107.80,17.70,T99D,2.00,33.00,22.00,11.00,0.04,2.54,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.10,84.90,35.40,0.00
Elliott,R-011-2007,41A,882.21,38.18,-83.02,cut profile,,No Raw Data,A-4,(0),SM,SILTY SAND with GRAVEL,116.00,14.00,T99D,9.00,28.00,25.00,3.00,-5.26,2.70,100.00,100.00,79.90,78.10,74.30,72.30,70.40,60.00,36.60,15.10,0.00
Elliott,R-011-2007,42A,820.00,38.18,-83.02,cut profile,,No Raw Data,A-6,(10),CL,SANDY LEAN CLAY,104.00,18.00,T99D,4.40,40.00,24.00,16.00,-0.71,2.66,100.00,100.00,97.00,95.60,90.00,87.60,84.70,73.40,66.80,40.30,0.00
Elliott,R-011-2007,43A,909.80,38.18,-83.02,cut profile,,No Raw Data,A-6,(4),ML,SANDY SILT,98.64,21.20,T99D,4.60,37.00,25.00,12.00,-0.80,2.60,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.70,51.70,47.90,0.00
Elliott,R-011-2007,44A,807.10,38.18,-83.02,cut profile,,No Raw Data,A-6,(7),ML,SANDY SILT,109.00,18.00,T99D,4.70,40.00,26.00,14.00,-0.62,2.69,100.00,100.00,100.00,98.80,95.80,91.20,83.90,81.60,60.00,28.70,0.00
Elliott,R-011-2007,46A,872.50,38.18,-83.02,cut profile,,No Raw Data,A-4,(6),CL,LEAN CLAY with SAND,109.80,17.40,T99D,2.40,30.00,22.00,8.00,-1.33,2.71,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.60,81.60,31.70,0.00
Elliott,R-011-2007,47A,791.90,38.18,-83.02,cut profile,,No Raw Data,A-4,(0),SM,SILTY SAND with GRAVEL,117.00,13.00,T99D,8.70,24.00,21.00,3.00,-3.03,2.74,100.00,97.30,94.50,90.30,84.30,81.80,79.30,70.60,42.10,15.40,0.00
Elliott,R-011-2007,48A,774.40,38.19,-83.02,cut profile,,No Raw Data,A-6,(8),CL,LEAN CLAY with SAND,109.60,17.00,T99D,4.60,35.00,24.00,11.00,-1.29,2.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,89.90,76.90,33.90,0.00
Elliott,R-011-2007,51A,726.30,38.19,-83.01,cut profile,,No Raw Data,A-4,(9),ML,SILT,99.30,22.00,T99D,3.20,40.00,32.00,8.00,-2.11,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.70,86.50,42.40,0.00
Elliott,R-011-2007,53A,736.50,38.14,-83.06,cut profile,,No Raw Data,A-4,(3),CL,SANDY LEAN CLAY,110.90,16.00,T99D,4.10,32.00,23.00,9.00,-1.63,2.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,68.40,57.80,25.60,0.00
Elliott,R-011-2007,64,736.80,38.14,-83.05,cut profile,,No Raw Data,A-6,(5),CL,SANDY LEAN CLAY,111.60,16.80,T99D,4.00,32.00,20.00,12.00,-0.33,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.00,63.30,30.60,0.00
Elliott,R-011-2007,69,804.20,38.15,-83.04,fill profile,,No Raw Data,A-4,(3),CL-ML,SILTY CLAY,117.70,13.00,T99D,7.90,25.00,20.00,5.00,-0.44,2.64,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.10,88.40,20.60,0.00
Elliott,R-011-2007,70,837.20,38.15,-83.04,fill profile,,No Raw Data,A-4,(8),CL,LEAN CLAY,112.30,16.00,T99D,5.00,30.00,20.00,10.00,-0.50,2.57,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.90,88.20,31.00,0.00
Elliott,R-011-2007,71,836.35,38.16,-83.04,fill profile,,No Raw Data,A-4,(2),SC,CLAYEY SAND,116.80,13.00,T99D,5.50,27.00,17.00,10.00,0.00,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,87.50,48.00,25.20,0.00
Elliott,R-011-2007,76,765.53,38.16,-83.03,fill profile,,No Raw Data,A-4,(6),CL,LEAN CLAY with SAND,111.60,15.00,T99D,5.60,32.00,22.00,10.00,-0.50,2.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,86.60,73.60,31.60,0.00
Elliott,R-011-2007,77,751.12,38.16,-83.03,fill profile,,No Raw Data,A-6,(5),CL,SANDY LEAN CLAY,112.00,16.00,T99D,7.00,27.00,16.00,11.00,0.72,2.79,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.80,66.10,31.10,0.00
Elliott,R-011-2007,78,766.65,38.17,-83.03,cut profile,,No Raw Data,A-4,(6),ML,SILT with SAND,108.80,17.20,T99D,2.10,34.00,26.00,8.00,-1.75,2.66,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.20,80.40,36.50,0.00
Elliott,R-011-2007,79,724.37,38.17,-83.02,cut profile,,No Raw Data,A-6,(4),SC,CLAYEY SAND,110.10,16.00,T99D,5.00,37.00,22.00,15.00,-0.53,2.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.80,46.90,40.10,0.00
Elliott,R-011-2007,80,733.00,38.17,-83.02,cut profile,,No Raw Data,A-6,(12),CL,LEAN CLAY with SAND,106.40,19.40,T99D,2.00,37.00,22.00,15.00,-0.74,2.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.90,80.60,43.60,0.00
Elliott,R-011-2007,81,723.00,38.17,-83.02,cut profile,,No Raw Data,A-7-6,(7),ML,SANDY SILT,109.80,16.80,T99D,3.20,41.00,28.00,13.00,-0.56,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.70,63.10,33.30,0.00
Elliott,R-011-2007,82,719.80,38.17,-83.02,cut profile,,No Raw Data,A-4,(3),ML,SILT with SAND,110.40,16.30,T99D,4.50,35.00,32.00,3.00,-5.66,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.30,80.70,36.80,0.00
Elliott,R-011-2007,83,755.88,38.18,-83.02,cut profile,,No Raw Data,A-4,(4),ML,SILT with SAND,114.30,14.00,T99D,2.70,30.00,23.00,7.00,-2.25,,100.00,100.00,100.00,100.00,100.00,100.00,100.00,88.90,76.80,36.30,0.00
Elliott,R-011-2007,84,714.94,38.18,-83.02,fill profile,,No Raw Data,A-4,(5),CL,LEAN CLAY with SAND,110.20,17.00,T99D,5.00,29.00,20.00,9.00,0.55,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.90,71.90,31.50,0.00
Elliott,R-011-2007,85,730.00,38.18,-83.02,fill profile,,No Raw Data,A-6,(11),CL,LEAN CLAY with SAND,108.20,18.00,T99D,2.60,39.00,25.00,14.00,-0.90,2.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,89.20,80.20,37.60,0.00
Elliott,R-011-2007,86,723.00,38.19,-83.02,cut profile,,No Raw Data,A-7-6,(11),CH,SANDY FAT CLAY,103.80,19.00,T99D,2.50,53.00,27.00,26.00,-0.69,2.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.10,52.90,52.90,0.00
Elliott,R-011-2007,87,741.00,38.19,-83.01,cut profile,,No Raw Data,A-6,(8),CL,LEAN CLAY with SAND,107.00,19.00,T99D,2.60,34.00,23.00,11.00,-0.90,2.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.80,77.00,33.60,0.00
Elliott,R-011-2007,90,706.00,38.19,-83.01,cut profile,,No Raw Data,A-4,(5),CL,LEAN CLAY with SAND,109.50,16.00,T99D,7.10,28.00,19.00,9.00,0.26,2.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.30,74.00,30.50,0.00
Elliott,R-011-2007,94,705.00,38.20,-83.01,cut profile,,No Raw Data,A-7-6,(22),CH,FAT CLAY with SAND,97.10,23.00,T99D,1.60,50.00,26.00,24.00,-0.36,2.54,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.50,84.30,60.40,0.00
Fayette,R-002-2013,104,957.94,38.06,-84.53,cut profile,,With Gravel,A-7-6,(34),CH,FAT CLAY,104.00,21.40,698A,13.12,56.79,23.18,34.00,0.46,2.77,100.00,100.00,100.00,100.00,100.00,100.00,99.97,93.49,90.44,49.46,46.00
Fayette,R-002-2013,108,965.05,38.07,-84.52,cut profile,,With Gravel,A-7-5,(39),MH,ELASTIC SILT,87.84,33.00,698A,5.69,76.33,40.60,35.00,-0.08,2.75,100.00,100.00,100.00,100.00,99.32,98.94,98.79,96.40,89.02,72.75,67.04
Fayette,R-002-2013,114,946.50,38.07,-84.53,cut profile,,With Gravel,A-7-5,(34),MH,ELASTIC SILT,94.11,29.00,698A,11.34,65.80,33.18,33.00,-0.11,2.70,100.00,100.00,100.00,100.00,100.00,100.00,99.80,96.40,87.20,64.92,59.99
Fayette,R-002-2013,115,950.43,38.07,-84.53,cut profile,,With Gravel,A-7-5,(29),MH,ELASTIC SILT,97.02,26.70,698A,8.35,59.13,30.58,28.00,0.05,2.70,100.00,100.00,100.00,100.00,99.25,100.00,98.97,94.55,89.03,58.13,52.97
Fayette,R-002-2013,117,954.07,38.07,-84.53,cut profile,,With Gravel,A-7-6,(26),CH,FAT CLAY,105.40,19.40,698A,12.00,50.25,25.16,25.00,0.26,2.62,100.00,100.00,100.00,100.00,100.00,100.00,99.90,94.94,91.77,51.50,46.92
Fayette,R-002-2013,13,965.22,38.05,-84.55,cut profile,1,With Gravel,A-7-5,(31),MH,ELASTIC SILT,95.91,27.50,698A,4.10,58.87,31.25,28.00,-0.12,2.79,100.00,100.00,100.00,100.00,100.00,99.38,98.54,97.58,91.79,60.04,49.82
Fayette,R-002-2013,14,959.42,38.05,-84.55,cut profile,,With Gravel,A-7-6,(20),CL,LEAN CLAY,106.50,18.90,698A,12.60,46.25,24.56,21.00,-4.14094470796131e-03,2.78,100.00,100.00,100.00,100.00,99.72,99.04,97.60,91.21,87.39,42.20,36.21
Fayette,R-002-2013,16,954.13,38.05,-84.55,cut profile,,With Gravel,A-7-6,(29),CH,FAT CLAY,102.50,22.40,698A,8.58,56.41,28.71,27.00,-0.02,2.69,100.00,100.00,100.00,100.00,100.00,99.77,99.10,95.06,90.56,51.38,46.03
Fayette,R-002-2013,2,958.61,38.05,-84.56,cut profile,,With Gravel,A-7-5,(22),MH,ELASTIC SILT,96.86,25.50,698A,8.43,52.71,30.96,22.00,0.33,2.63,100.00,100.00,100.00,100.00,99.54,98.99,97.85,89.76,85.61,52.31,47.55
Fayette,R-002-2013,21,947.22,38.05,-84.55,cut profile,,With Gravel,A-7-6,(28),MH,ELASTIC SILT,97.82,23.00,698A,4.35,52.29,29.07,23.00,-0.07,2.73,,,,,,,,,,54.93,44.57
