County_Name,Project_Number,PointID,Elevation,Latitude83,Longitude83,Hole_Type,Bag_Number,LabID,AASHTO_Symbol,AASHTO_Group_Index,USCS_Symbol,USCS_Group_Name,Max_Dry_Density,Opt_Moisture_Content,Method,CBR,Liquid_Limit,Plastic_Limit,Plasticity_Index,Liquidity,Specific_Gravity,PF3,PF2,PF1,PF3_4,PF3_8,PF4,PF10,PF40,PF200,Pct_Clay,Pct_Colloid
Jefferson,R-018-2008,42,635.50,38.30,-85.58,cut profile,,No Gravel,A-4,(0),ML,SILT,94.12,22.00,T99A,9.10,0.00,0.00,0.00,-999.00,2.66,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.00,98.03,11.69,5.90
Jefferson,R-021-2008,1,432.30,38.26,-85.71,fill profile,,No Gravel,A-7-6,(20),CL,LEAN CLAY,95.47,20.40,T99A,3.00,43.15,24.49,19.00,0.24,2.69,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.60,94.72,34.45,26.40
Jefferson,R-021-2008,10,435.00,38.27,-85.71,fill profile,,No Gravel,A-4,(6),CL,LEAN CLAY with SAND,109.70,13.00,T99A,3.00,26.90,17.37,10.00,0.66,2.71,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.97,78.00,25.18,20.13
Jefferson,R-021-2008,14,434.50,38.27,-85.70,fill profile,,No Gravel,A-6,(18),CL,LEAN CLAY,103.20,15.30,T99A,2.60,37.77,19.78,18.00,0.18,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.91,95.62,33.72,28.93
Jefferson,R-021-2008,17,433.10,38.27,-85.70,fill profile,,No Gravel,A-5,(12),ML,SILT,101.00,16.50,T99A,4.60,41.03,31.86,9.00,-0.82,2.61,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.91,97.33,41.91,34.66
Jefferson,R-021-2008,20,432.10,38.27,-85.70,fill profile,,No Gravel,A-6,(16),CL,LEAN CLAY,103.30,16.90,T99A,2.90,38.19,20.16,18.00,0.36,2.72,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.16,87.89,38.37,30.33
Jefferson,R-021-2008,8,435.00,38.26,-85.71,fill profile,,No Gravel,A-6,(10),CL,LEAN CLAY with SAND,104.40,15.50,T99A,3.80,31.01,18.03,13.00,0.33,2.73,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.77,84.57,29.57,24.79
Jefferson,R-021-2009,1,500.00,,,cut profile,,With Gravel,A-7-6,(23),CL,LEAN CLAY with SAND,105.20,19.00,T99A,6.10,48.26,17.32,31.00,0.03,2.71,100.00,100.00,100.00,100.00,98.66,96.62,91.55,83.51,76.99,31.94,27.34
Jefferson,R-021-2009,2,500.00,,,cut profile,,With Gravel,A-2-4,(0),SM,SILTY SAND with GRAVEL,101.30,14.70,T99C,28.00,0.00,0.00,0.00,-999.00,2.56,100.00,100.00,100.00,95.20,89.19,76.51,59.84,42.07,33.46,5.53,4.03
Jefferson,R-021-2009,5,500.00,,,cut profile,,No Gravel,A-6,(15),CL,LEAN CLAY,106.40,17.50,T99A,11.60,37.00,19.87,17.00,-2.42906458237592e-04,2.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.85,88.69,24.82,20.84
Jefferson,R-021-2009,6,500.00,,,cut profile,,No Gravel,A-7-6,(27),CL,LEAN CLAY,105.30,19.40,T99A,6.70,45.78,17.64,28.00,0.02,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.82,92.79,33.09,28.93
Jefferson,R-021-2009,7,500.00,,,cut profile,,No Gravel,A-6,(19),CL,LEAN CLAY,104.70,18.80,T99A,7.40,39.86,20.72,19.00,-0.56,2.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.56,94.45,30.89,26.02
Jefferson,R-023-2008,1003,649.10,38.14,-85.58,fill profile,,With Gravel,A-6,(7),CL,GRAVELLY LEAN CLAY with SAND,120.20,9.60,T99C_KYM,3.30,28.85,14.58,14.00,-0.53,2.79,100.00,100.00,96.46,94.04,86.77,82.02,79.20,73.31,66.13,17.79,13.92
Jefferson,R-023-2008,1015,659.70,38.14,-85.58,fill profile,,With Gravel,A-6,(8),CL,SANDY LEAN CLAY,113.00,12.10,T99C_KYM,3.70,34.34,18.12,16.00,-0.61,2.78,100.00,100.00,100.00,99.37,93.11,86.49,77.91,71.92,63.78,19.35,12.92
Jefferson,R-024-2012,1,448.70,38.33,-85.62,cut profile,,No Gravel,A-2-4,(0),SM,SILTY SAND,115.40,11.30,T99A,12.00,0.00,0.00,0.00,-999.00,2.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,80.11,23.59,11.69,10.62
Jefferson,R-024-2012,15,460.60,38.34,-85.61,cut profile,,No Gravel,A-4,(3),CL-ML,SILTY CLAY,117.50,12.90,T99A,7.50,23.89,17.52,6.00,0.72,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.65,86.96,26.87,23.28
Jefferson,R-024-2012,5,459.30,38.33,-85.62,cut profile,,No Gravel,A-4,(7),CL,LEAN CLAY,112.70,15.20,T99A,8.10,28.35,17.86,10.00,0.46,2.71,100.00,100.00,100.00,100.00,100.00,100.00,100.00,99.01,85.85,34.58,29.34
Jefferson,R-024-2012,8,448.10,38.34,-85.61,cut profile,,No Gravel,A-4,(1),CL-ML,SANDY SILTY CLAY,119.10,12.30,T99A,10.30,24.34,18.25,6.00,0.18,2.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.38,52.84,30.03,27.84
Jefferson,R-025-2012,1,719.90,38.18,-85.53,cut profile,,No Gravel,A-7-6,(46),CH,FAT CLAY,95.04,26.90,T99A,1.90,73.31,24.73,48.00,0.15,2.79,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.68,85.75,62.39,58.50
Jefferson,R-025-2012,6,728.00,38.18,-85.53,cut profile,,No Gravel,A-4,(10),ML,SILT,105.30,19.70,T99A,6.90,37.84,29.66,8.00,-0.79,2.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.58,95.20,37.04,31.74
Jefferson,R-041-2013,10,570.60,,,cut profile,,No Gravel,A-7-6,(29),CH,FAT CLAY,96.43,22.20,T99A,2.20,53.99,27.58,26.00,-0.09,2.58,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.74,94.77,55.17,50.04
Jefferson,R-041-2013,10,570.60,,,cut profile,,No Gravel,A-7-6,(31),CH,FAT CLAY,97.70,24.00,T99A,1.60,55.19,25.41,30.00,-0.05,2.61,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.97,91.55,56.82,51.74
Jefferson,R-041-2013,2,570.10,38.19,-85.47,cut profile,,With Gravel,A-6,(7),CL,SANDY LEAN CLAY,123.10,12.90,T99C,4.10,30.85,17.45,14.00,-0.22,2.77,100.00,100.00,100.00,99.10,91.71,87.25,82.33,73.80,65.80,27.42,24.85
Jefferson,R-041-2013,2,570.10,38.19,-85.47,cut profile,,With Gravel,A-6,(10),CL,SANDY LEAN CLAY,110.50,17.10,T99C,4.30,38.44,19.40,19.00,-0.09,2.66,100.00,100.00,96.85,95.99,91.30,86.19,79.99,71.34,64.21,24.81,20.74
Jefferson,R-041-2013,7,573.60,38.19,-85.47,cut profile,,With Gravel,A-6,(11),CL,LEAN CLAY with GRAVEL,117.10,13.30,T99C,3.00,35.73,18.25,18.00,0.02,2.57,100.00,100.00,100.00,98.77,90.82,84.98,80.90,76.24,70.87,27.94,22.57
Jefferson,R-041-2013,8,581.70,,,cut profile,,With Gravel,A-7-6,(26),CH,FAT CLAY,103.20,21.60,T99A,1.40,52.34,23.62,28.00,-0.50,2.69,100.00,100.00,98.47,98.05,97.54,97.20,96.48,91.49,85.84,48.68,42.05
Jefferson,R-048-2011,11,539.61,38.08,-85.64,cut profile,,With Gravel,A-6,(10),CL,LEAN CLAY with SAND,109.20,16.80,T99C,6.40,34.88,20.68,14.00,0.21,2.70,100.00,100.00,100.00,96.74,93.15,91.37,89.27,84.91,79.90,23.45,16.92
Jefferson,R-048-2011,13,531.54,38.08,-85.64,cut profile,,With Gravel,A-6,(16),CL,LEAN CLAY with SAND,116.30,15.20,T99A,2.80,37.18,17.01,20.00,0.46,2.75,100.00,100.00,100.00,98.61,96.61,95.54,93.87,87.65,83.33,28.03,21.04
Jefferson,R-089-2007,1,732.10,38.18,-85.52,cut profile,,No Raw Data,A-7-6,(16),CL,LEAN CLAY with SAND,95.42,15.70,T99A,3.40,43.00,26.00,17.00,-0.14,2.53,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.00,84.90,36.80,0.00
Jefferson,R-089-2007,4,735.90,38.18,-85.52,cut profile,,No Raw Data,A-7-6,(18),CL,LEAN CLAY with SAND,97.76,21.80,T99A,2.80,45.00,24.00,21.00,0.00,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.40,83.40,32.10,0.00
Jefferson,R-094-2007,2,528.05,38.23,-85.63,cut profile,,With Gravel,A-6,(10),CL,LEAN CLAY with GRAVEL,109.80,13.90,T99C,7.40,35.49,19.22,16.00,0.19,2.70,100.00,100.00,100.00,99.28,93.19,85.56,85.37,76.17,72.24,25.93,21.40
Jefferson,S-002-2015,35,625.82,38.30,-85.59,cut profile,,With Gravel,A-7-6,(20),CL,LEAN CLAY,102.30,18.30,T99A,7.10,44.31,23.89,20.00,0.16,2.76,100.00,100.00,100.00,100.00,100.00,100.00,99.54,94.44,92.14,47.73,44.54
Jefferson,S-002-2015,35,625.82,38.30,-85.59,cut profile,,With Gravel,A-7-5,(21),MH,ELASTIC SILT with SAND,96.88,24.80,T99A,6.70,56.02,31.23,25.00,0.25,2.80,100.00,100.00,100.00,100.00,98.39,95.38,91.89,81.64,76.98,47.59,43.84
Jefferson,S-002-2015,38,621.49,38.30,-85.59,cut profile,,With Gravel,A-7-6,(17),CL,LEAN CLAY,102.50,18.00,T99A,9.40,42.64,24.79,18.00,0.14,2.76,100.00,100.00,100.00,100.00,100.00,99.23,99.06,89.46,86.95,39.51,34.60
Jefferson,S-002-2015,38,621.49,38.30,-85.59,cut profile,,With Gravel,A-7-6,(17),MH,ELASTIC SILT with SAND,98.02,24.90,T99A,7.20,52.22,28.86,23.00,0.02,2.81,100.00,100.00,100.00,100.00,96.81,93.43,87.28,78.92,72.22,42.84,38.74
Jessamine,R-024-2013,45,966.27,37.95,-84.51,cut profile,,With Gravel,A-7-6,(19),CL,LEAN CLAY,104.90,20.20,T99A,1.70,42.41,22.87,19.00,-0.05,2.69,100.00,100.00,100.00,100.00,98.96,98.01,97.18,94.57,91.41,44.02,34.63
Jessamine,R-024-2013,49,954.20,37.94,-84.51,cut profile,,No Gravel,A-6,(12),CL,LEAN CLAY,104.10,21.10,T99A,7.20,36.05,23.75,12.00,0.10,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.98,92.30,28.95,20.49
Jessamine,R-024-2013,52,972.62,37.94,-84.51,cut profile,,No Gravel,A-7-5,(33),CH,FAT CLAY with SAND,90.89,31.00,T99A,2.50,65.22,29.71,35.00,0.26,2.58,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.46,84.18,66.85,61.46
Jessamine,R-024-2013,57,959.08,37.94,-84.50,cut profile,,With Gravel,A-7-6,(28),CH,FAT CLAY,99.91,21.60,T99C,2.70,54.92,26.09,29.00,0.03,2.59,100.00,100.00,100.00,98.49,95.77,94.23,93.14,90.58,86.49,53.74,44.05
Jessamine,R-024-2013,59,948.87,37.94,-84.50,cut profile,,With Gravel,A-7-6,(32),CH,FAT CLAY,95.21,24.50,T99A,1.20,60.42,27.25,33.00,-0.04,2.56,100.00,100.00,100.00,98.65,96.45,95.27,94.39,91.83,86.78,55.81,47.84
Jessamine,R-024-2013,59,948.87,37.94,-84.50,cut profile,,With Gravel,A-6,(8),CL,LEAN CLAY with SAND,120.20,12.40,T99C,2.30,31.69,17.56,14.00,-0.63,2.75,100.00,100.00,100.00,100.00,97.92,95.03,89.50,80.32,70.13,31.48,24.83
Jessamine,R-024-2013,62,912.65,37.94,-84.50,cut profile,,No Gravel,A-7-6,(19),CL,LEAN CLAY,101.10,22.80,T99A,10.00,44.52,24.90,20.00,0.06,2.67,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.99,87.22,38.43,31.03
Jessamine,R-024-2013,69,921.10,37.94,-84.49,cut profile,,No Gravel,A-7-5,(12),ML,SILT,90.08,22.20,T99A,11.90,44.09,32.70,11.00,0.14,2.68,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.43,88.06,20.42,12.10
Jessamine,R-024-2013,74,929.82,37.94,-84.49,cut profile,,With Gravel,A-7-6,(19),CL,LEAN CLAY with SAND,101.50,22.20,T99A,3.80,46.64,22.90,24.00,-0.03,2.71,100.00,100.00,100.00,100.00,96.96,94.92,93.76,87.17,79.22,36.49,30.44
Jessamine,R-024-2013,76,934.71,37.94,-84.49,cut profile,,No Gravel,A-7-6,(25),CH,FAT CLAY with SAND,96.55,25.50,T99A,4.10,53.03,25.80,27.00,0.08,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.60,84.85,49.79,43.01
Jessamine,R-024-2013,77,933.40,37.94,-84.49,cut profile,,No Gravel,A-7-6,(16),CL,LEAN CLAY with SAND,99.83,24.10,T99A,5.60,45.46,25.31,20.00,0.05,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.96,78.94,42.01,33.68
Jessamine,R-024-2013,82,953.50,37.94,-84.49,cut profile,,No Gravel,A-7-6,(22),CH,FAT CLAY with SAND,99.05,24.40,T99A,4.40,49.87,24.44,26.00,0.17,2.54,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.58,80.85,55.36,47.93
Jessamine,R-024-2013,84,968.95,37.94,-84.48,cut profile,,No Gravel,A-6,(13),CL,LEAN CLAY,106.10,19.60,T99A,7.30,35.77,22.10,14.00,0.19,2.54,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.72,88.96,30.31,20.09
Jessamine,R-024-2013,88,969.83,37.93,-84.48,cut profile,,No Gravel,A-7-5,(29),MH,ELASTIC SILT,89.58,30.90,T99A,3.50,62.03,33.95,28.00,-0.21,2.55,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.73,85.97,61.61,55.36
Jessamine,R-024-2013,89,961.29,37.93,-84.48,cut profile,,No Gravel,A-6,(13),CL,LEAN CLAY with SAND,104.40,20.30,T99A,8.20,38.98,23.43,16.00,0.34,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.01,81.27,29.62,23.43
Jessamine,R-024-2013,93,925.77,37.93,-84.48,cut profile,,No Gravel,A-7-6,(26),CH,FAT CLAY,94.81,26.60,T99A,3.60,53.36,26.79,26.00,0.13,2.79,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.28,88.23,47.34,39.04
Jessamine,R-024-2013,94,917.85,37.93,-84.48,cut profile,,No Gravel,A-7-6,(44),CH,FAT CLAY,92.94,26.90,T99A,3.00,70.85,27.83,43.00,1.30023512729379e-03,2.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.58,88.95,60.67,51.87
Jessamine,R-026-2011,188,996.64,37.86,-84.55,cut profile,,No Gravel,A-7-6,(53),CH,FAT CLAY,95.87,27.00,T99A,2.50,76.89,25.15,52.00,3.74867365910457e-05,2.80,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.28,89.78,51.95,48.38
Jessamine,R-026-2011,194,996.88,37.87,-84.54,cut profile,,No Gravel,A-7-6,(20),CL,LEAN CLAY,99.58,22.40,T99A,6.80,45.45,24.34,21.00,0.25,2.73,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.52,87.81,30.75,21.21
Jessamine,R-026-2011,200,1008.32,37.87,-84.54,cut profile,,No Gravel,A-7-6,(31),CH,FAT CLAY,101.80,21.60,T99A,5.80,53.84,22.48,32.00,0.24,2.75,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.66,89.39,47.23,39.84
Jessamine,R-026-2011,203,1001.76,37.87,-84.54,cut profile,,No Gravel,A-7-6,(41),CH,FAT CLAY,96.32,25.50,T99A,4.30,61.25,19.50,41.00,0.22,2.57,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.68,90.64,53.17,45.01
Jessamine,R-026-2011,207,967.53,37.88,-84.54,cut profile,,No Gravel,A-7-6,(28),CH,FAT CLAY,98.08,24.10,T99A,6.40,53.26,25.03,28.00,0.05,2.80,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.47,89.60,49.25,41.58
Jessamine,R-026-2011,218,932.57,37.89,-84.53,cut profile,,No Gravel,A-7-5,(17),MH,ELASTIC SILT with SAND,94.22,24.70,T99A,5.40,51.99,31.55,20.00,0.04,2.54,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.47,77.88,30.15,24.47
Jessamine,R-026-2011,223,918.94,37.89,-84.54,cut profile,,With Gravel,A-7-6,(18),CL,LEAN CLAY with SAND,101.40,21.70,T99A,6.00,43.64,23.10,21.00,0.30,2.73,100.00,100.00,100.00,99.02,97.91,96.34,93.88,88.05,81.53,34.25,27.60
Jessamine,R-026-2011,226,930.92,37.89,-84.54,cut profile,,No Gravel,A-7-6,(30),CH,FAT CLAY,98.41,25.40,T99A,4.40,54.56,24.63,30.00,0.06,2.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.53,90.44,52.83,45.73
Jessamine,R-026-2011,229,926.22,37.89,-84.54,cut profile,,No Gravel,A-7-6,(35),CH,FAT CLAY,96.82,22.10,T99A,5.80,59.31,25.24,34.00,0.20,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.12,91.55,52.08,46.70
Jessamine,R-026-2011,232,949.35,37.89,-84.54,cut profile,,No Gravel,A-7-6,(31),CH,FAT CLAY,95.21,26.60,T99A,2.20,56.12,24.74,31.00,0.25,2.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.81,89.89,54.34,49.03
Jessamine,R-026-2011,235,958.27,37.90,-84.55,cut profile,,No Gravel,A-7-6,(32),CH,FAT CLAY,96.13,25.40,T99A,2.20,56.62,24.06,33.00,0.29,2.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.99,87.58,54.40,47.54
Jessamine,R-026-2011,238,967.94,37.90,-84.55,cut profile,,No Gravel,A-7-6,(19),CL,LEAN CLAY,105.60,19.70,T99A,6.60,41.37,20.52,20.00,0.41,2.55,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.60,91.35,31.18,22.11
Jessamine,R-026-2011,241,1004.82,37.90,-84.55,cut profile,,No Gravel,A-7-6,(25),CL,LEAN CLAY,106.60,19.60,T99A,7.78,43.54,14.56,29.00,0.33,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.52,86.37,39.31,32.07
Jessamine,R-026-2011,251,995.24,37.90,-84.57,cut profile,,With Gravel,A-7-6,(16),CL,LEAN CLAY with SAND,106.10,20.80,T99A,7.20,44.05,24.95,19.00,0.04,2.81,100.00,100.00,100.00,100.00,99.48,98.84,96.70,85.85,80.48,41.55,36.63
Jessamine,R-026-2011,256,1006.04,37.90,-84.57,cut profile,,No Gravel,A-7-6,(36),CH,FAT CLAY with SAND,91.58,28.00,T99A,2.40,64.89,25.60,39.00,0.25,2.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,91.25,84.34,55.13,49.65
Jessamine,R-026-2011,258,985.45,37.87,-84.55,cut profile,,No Gravel,A-7-6,(24),CL,LEAN CLAY,98.71,23.70,T99A,4.90,48.62,23.47,26.00,0.07,2.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.88,87.15,40.15,35.08
Jessamine,R-026-2011,267,969.31,37.86,-84.55,cut profile,,No Gravel,A-7-6,(27),CH,FAT CLAY,100.30,23.20,T99A,3.30,51.19,22.98,28.00,0.22,2.80,100.00,100.00,100.00,100.00,100.00,100.00,100.00,94.35,88.04,43.14,38.03
Jessamine,R-026-2011,271,954.19,37.88,-84.53,cut profile,,No Gravel,A-7-6,(26),CH,FAT CLAY,98.64,24.60,T99A,4.00,51.07,25.36,26.00,0.06,2.79,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.41,90.33,46.67,41.56
Jessamine,R-026-2011,273,927.81,37.88,-84.53,cut profile,,No Gravel,A-7-6,(20),CL,LEAN CLAY,99.42,23.90,T99A,5.30,43.80,23.01,21.00,0.52,2.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.24,88.62,39.16,32.42
Jessamine,R-026-2011,274,915.78,37.88,-84.53,cut profile,,No Gravel,A-7-6,(39),CH,FAT CLAY,100.20,22.90,T99A,2.20,63.79,25.84,38.00,0.05,2.53,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.80,91.07,62.47,55.52
Jessamine,R-026-2011,275,987.75,37.90,-84.55,cut profile,,No Gravel,A-7-6,(39),CH,FAT CLAY,93.98,25.20,T99A,3.40,61.86,23.31,39.00,0.20,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.62,90.54,45.44,40.23
Jessamine,R-026-2011,278,994.79,37.90,-84.55,cut profile,,No Gravel,A-7-6,(23),CL,LEAN CLAY,101.40,20.70,T99A,4.10,44.85,21.68,23.00,0.08,2.73,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.89,93.03,42.66,36.03
Jessamine,R-026-2011,289,1022.61,37.90,-84.56,cut profile,,No Gravel,A-7-6,(27),CL,LEAN CLAY,103.70,20.10,T99A,4.30,48.52,20.55,28.00,0.19,2.79,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.42,89.89,41.03,35.46
Jessamine,R-026-2011,290,1006.77,37.90,-84.56,cut profile,,With Gravel,A-7-6,(24),CL,LEAN CLAY with SAND,102.00,20.00,T99A,3.40,48.71,21.34,28.00,-0.03,2.80,100.00,100.00,100.00,99.57,97.51,95.57,92.83,86.57,81.82,41.35,36.68
Jessamine,R-026-2011,290,1006.77,37.90,-84.56,cut profile,,With Gravel,A-7-6,(20),CL,LEAN CLAY with SAND,107.30,19.70,T99A,4.80,48.29,20.27,28.00,0.23,2.79,100.00,100.00,100.00,99.41,97.48,95.47,92.16,79.28,72.54,38.20,34.65
Jessamine,R-026-2011,291,1009.11,37.90,-84.56,cut profile,,No Gravel,A-7-6,(31),CH,FAT CLAY,101.60,22.60,T99A,4.40,56.34,22.98,33.00,0.14,2.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.60,86.34,50.66,43.09
Jessamine,R-026-2011,293,1015.17,37.90,-84.56,cut profile,,With Gravel,A-7-6,(37),CH,FAT CLAY with SAND,95.35,25.10,T99C,6.90,68.24,29.04,39.00,4.32796967335236e-03,2.72,100.00,100.00,100.00,99.02,96.62,94.04,91.93,87.76,83.92,53.86,32.68
Jessamine,R-026-2011,294,1030.96,37.90,-84.56,cut profile,,No Gravel,A-7-6,(34),CH,FAT CLAY,101.00,21.70,T99A,6.10,56.68,22.17,35.00,0.04,2.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.85,89.40,45.86,40.20
Jessamine,R-026-2011,297,1052.07,37.90,-84.56,cut profile,,No Gravel,A-6,(17),CL,LEAN CLAY,106.20,19.40,T99A,6.20,39.54,21.10,19.00,0.29,2.77,100.00,100.00,100.00,100.00,100.00,100.00,100.00,89.81,85.73,35.72,29.21
Jessamine,R-026-2011,297,1052.07,37.90,-84.56,cut profile,,No Gravel,A-7-6,(41),CH,FAT CLAY,99.18,23.00,T99A,1.50,62.85,25.68,37.00,-0.04,2.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,98.44,95.36,59.99,50.02
Jessamine,R-026-2011,297,1052.07,37.90,-84.56,cut profile,,No Gravel,A-7-6,(34),CH,FAT CLAY,103.20,21.00,T99A,1.80,56.77,21.93,35.00,0.08,2.82,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.48,88.97,55.93,47.71
Jessamine,R-026-2011,300,1040.69,37.91,-84.55,cut profile,,No Gravel,A-7-6,(35),CH,FAT CLAY,99.43,22.60,T99A,2.80,58.00,22.65,35.00,0.12,2.59,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.29,90.04,52.75,45.44
Jessamine,R-026-2011,303,1040.51,37.91,-84.55,cut profile,,With Gravel,A-7-6,(27),CH,FAT CLAY with SAND,101.90,22.30,T99A,2.30,54.55,20.02,35.00,0.12,2.77,100.00,100.00,100.00,100.00,97.72,95.61,88.24,81.59,76.48,36.35,31.41
Jessamine,R-026-2011,303,1040.51,37.91,-84.55,cut profile,,With Gravel,A-6,(17),CL,LEAN CLAY with SAND,112.30,16.50,T99A,1.80,39.09,18.05,21.00,-0.03,2.73,100.00,100.00,100.00,100.00,98.30,95.62,92.31,87.59,83.30,34.59,28.24
Jessamine,R-038-2010,103,957.81,37.85,-84.56,cut profile,,No Gravel,A-7-6,(17),CL,LEAN CLAY,101.10,20.80,T99A,8.30,41.99,23.80,18.00,-0.30,2.70,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.67,87.35,40.40,34.87
Jessamine,R-038-2010,105,968.51,37.85,-84.56,cut profile,,No Gravel,A-7-6,(20),CL,LEAN CLAY,96.52,25.00,T99A,4.20,47.13,25.52,21.00,-0.13,2.57,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.03,88.04,41.68,36.37
Jessamine,R-038-2010,117,999.97,37.86,-84.55,cut profile,,No Gravel,A-7-6,(30),CH,FAT CLAY,97.39,23.90,T99A,2.30,58.31,27.74,30.00,-0.12,2.81,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.26,89.43,60.07,53.94
Jessamine,R-038-2010,118,995.65,37.86,-84.55,cut profile,,No Gravel,A-7-5,(9),ML,SANDY SILT,93.49,26.70,T99A,8.10,45.88,33.27,13.00,-0.45,2.65,100.00,100.00,100.00,100.00,100.00,100.00,100.00,83.28,68.63,22.82,17.32
Jessamine,R-038-2010,119,912.36,37.84,-84.58,cut profile,,No Gravel,A-7-6,(17),ML,SILT with SAND,97.53,24.50,T99A,5.80,46.47,28.00,18.00,-0.44,2.71,100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.87,84.34,39.86,34.47
Jessamine,R-038-2010,72,915.83,37.84,-84.58,cut profile,,No Gravel,A-7-5,(19),ML,SILT,97.05,21.30,T99A,11.00,49.41,30.28,19.00,-0.04,2.78,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.05,86.27,48.06,42.48
Jessamine,R-038-2010,80,951.39,37.84,-84.57,cut profile,4,No Gravel,A-7-6,(21),ML,SILT,97.79,26.50,T99A,2.70,48.86,28.13,21.00,0.08,2.52,100.00,100.00,100.00,100.00,100.00,100.00,100.00,93.64,86.59,47.74,41.80
Jessamine,R-038-2010,84,935.17,37.84,-84.57,cut profile,,No Gravel,A-7-6,(29),CH,FAT CLAY,97.00,27.50,T99A,2.30,55.32,27.33,28.00,0.01,2.74,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.29,89.72,48.74,43.08
Jessamine,R-038-2010,89,936.63,37.84,-84.56,cut profile,,With Gravel,A-7-6,(21),CL,LEAN CLAY with SAND,100.30,22.40,T99A,3.00,45.97,21.70,24.00,-0.02,2.74,100.00,100.00,100.00,100.00,98.42,96.15,92.40,87.88,83.05,45.11,40.32
Jessamine,R-038-2010,95,935.09,37.85,-84.56,cut profile,,No Gravel,A-7-6,(23),CH,FAT CLAY,95.18,24.40,T99A,4.30,50.53,28.08,23.00,-0.08,2.54,100.00,100.00,100.00,100.00,100.00,100.00,100.00,95.14,87.55,42.71,37.55
Jessamine,R-038-2010,99,935.87,37.85,-84.56,cut profile,,No Gravel,A-7-6,(27),CH,FAT CLAY,97.49,23.70,T99A,3.10,51.77,25.72,26.00,-0.05,2.76,100.00,100.00,100.00,100.00,100.00,100.00,100.00,97.12,91.77,50.84,43.83
